"Date" "Party" "Freq"
"2014-05-31" "Kidiso" 0
"2014-06-01" "Kidiso" 0
"2014-06-02" "Kidiso" 0
"2014-06-03" "Kidiso" 0
"2014-06-04" "Kidiso" 0
"2014-06-05" "Kidiso" 0
"2014-06-06" "Kidiso" 0
"2014-06-07" "Kidiso" 0
"2014-06-08" "Kidiso" 0
"2014-06-09" "Kidiso" 0
"2014-06-10" "Kidiso" 0
"2014-06-11" "Kidiso" 0
"2014-06-12" "Kidiso" 0
"2014-06-13" "Kidiso" 0
"2014-06-14" "Kidiso" 0
"2014-06-15" "Kidiso" 0
"2014-06-16" "Kidiso" 0
"2014-06-17" "Kidiso" 0
"2014-06-18" "Kidiso" 0
"2014-06-19" "Kidiso" 0
"2014-06-20" "Kidiso" 0
"2014-06-22" "Kidiso" 0
"2014-06-23" "Kidiso" 0
"2014-06-24" "Kidiso" 0
"2014-06-25" "Kidiso" 0
"2014-06-26" "Kidiso" 0
"2014-06-27" "Kidiso" 0
"2014-06-28" "Kidiso" 0
"2014-06-29" "Kidiso" 0
"2014-06-30" "Kidiso" 0
"2014-07-01" "Kidiso" 0
"2014-07-02" "Kidiso" 0
"2014-07-03" "Kidiso" 0
"2014-07-04" "Kidiso" 0
"2014-07-05" "Kidiso" 0
"2014-07-06" "Kidiso" 0
"2014-07-07" "Kidiso" 0
"2014-07-08" "Kidiso" 0
"2014-07-09" "Kidiso" 0
"2014-07-10" "Kidiso" 0
"2014-07-11" "Kidiso" 0
"2014-07-12" "Kidiso" 0
"2014-07-13" "Kidiso" 0
"2014-07-14" "Kidiso" 0
"2014-07-15" "Kidiso" 0
"2014-07-16" "Kidiso" 0
"2014-07-17" "Kidiso" 0
"2014-07-18" "Kidiso" 0
"2014-07-19" "Kidiso" 0
"2014-07-20" "Kidiso" 0
"2014-07-21" "Kidiso" 0
"2014-07-22" "Kidiso" 0
"2014-07-23" "Kidiso" 0
"2014-07-24" "Kidiso" 0
"2014-07-25" "Kidiso" 0
"2014-07-26" "Kidiso" 0
"2014-07-27" "Kidiso" 0
"2014-07-28" "Kidiso" 0
"2014-07-29" "Kidiso" 0
"2014-07-30" "Kidiso" 0
"2014-07-31" "Kidiso" 0
"2014-08-01" "Kidiso" 0
"2014-08-02" "Kidiso" 0
"2014-08-03" "Kidiso" 0
"2014-08-04" "Kidiso" 0
"2014-08-05" "Kidiso" 0
"2014-08-06" "Kidiso" 0
"2014-08-07" "Kidiso" 0
"2014-08-08" "Kidiso" 0
"2014-08-09" "Kidiso" 0
"2014-08-10" "Kidiso" 0
"2014-08-11" "Kidiso" 0
"2014-08-12" "Kidiso" 0
"2014-08-13" "Kidiso" 0
"2014-08-14" "Kidiso" 0
"2014-08-24" "Kidiso" 0
"2014-08-25" "Kidiso" 0
"2014-08-26" "Kidiso" 0
"2014-08-27" "Kidiso" 0
"2014-08-28" "Kidiso" 0
"2014-08-29" "Kidiso" 0
"2014-08-30" "Kidiso" 0
"2014-09-01" "Kidiso" 0
"2014-09-02" "Kidiso" 0
"2014-09-03" "Kidiso" 0
"2014-09-04" "Kidiso" 0
"2014-09-05" "Kidiso" 0
"2014-09-06" "Kidiso" 0
"2014-09-07" "Kidiso" 0
"2014-09-08" "Kidiso" 0
"2014-09-09" "Kidiso" 0
"2014-09-10" "Kidiso" 0
"2014-09-11" "Kidiso" 0
"2014-09-12" "Kidiso" 0
"2014-09-13" "Kidiso" 0
"2014-09-14" "Kidiso" 0
"2014-09-15" "Kidiso" 0
"2014-09-16" "Kidiso" 0
"2014-09-17" "Kidiso" 0
"2014-09-18" "Kidiso" 0
"2014-09-19" "Kidiso" 0
"2014-09-20" "Kidiso" 0
"2014-09-21" "Kidiso" 0
"2014-09-22" "Kidiso" 0
"2014-09-24" "Kidiso" 0
"2014-09-25" "Kidiso" 0
"2014-09-26" "Kidiso" 0
"2014-09-27" "Kidiso" 0
"2014-09-28" "Kidiso" 0
"2014-09-29" "Kidiso" 0
"2014-09-30" "Kidiso" 0
"2014-10-01" "Kidiso" 0
"2014-10-02" "Kidiso" 0
"2014-10-03" "Kidiso" 0
"2014-10-04" "Kidiso" 0
"2014-10-05" "Kidiso" 0
"2014-10-06" "Kidiso" 0
"2014-10-07" "Kidiso" 0
"2014-10-08" "Kidiso" 0
"2014-10-09" "Kidiso" 0
"2014-10-10" "Kidiso" 0
"2014-10-11" "Kidiso" 0
"2014-10-12" "Kidiso" 0
"2014-10-13" "Kidiso" 0
"2014-10-14" "Kidiso" 0
"2014-10-15" "Kidiso" 0
"2014-10-16" "Kidiso" 0
"2014-10-17" "Kidiso" 0
"2014-10-18" "Kidiso" 0
"2014-10-19" "Kidiso" 0
"2014-10-20" "Kidiso" 0
"2014-10-21" "Kidiso" 0
"2014-10-24" "Kidiso" 0
"2014-10-25" "Kidiso" 0
"2014-10-26" "Kidiso" 0
"2014-10-27" "Kidiso" 0
"2014-10-28" "Kidiso" 0
"2014-10-29" "Kidiso" 0
"2014-10-30" "Kidiso" 0
"2014-10-31" "Kidiso" 0
"2014-11-01" "Kidiso" 0
"2014-11-02" "Kidiso" 0
"2014-11-03" "Kidiso" 0
"2014-11-04" "Kidiso" 0
"2014-11-05" "Kidiso" 0
"2014-11-06" "Kidiso" 0
"2014-11-07" "Kidiso" 0
"2014-11-08" "Kidiso" 0
"2014-11-10" "Kidiso" 0
"2014-11-11" "Kidiso" 0
"2014-11-12" "Kidiso" 0
"2014-11-13" "Kidiso" 0
"2014-11-14" "Kidiso" 0
"2014-11-15" "Kidiso" 0
"2014-11-16" "Kidiso" 0
"2014-11-17" "Kidiso" 0
"2014-11-18" "Kidiso" 0
"2014-11-19" "Kidiso" 0
"2014-11-20" "Kidiso" 0
"2014-11-21" "Kidiso" 0
"2014-11-22" "Kidiso" 0
"2014-11-23" "Kidiso" 0
"2014-11-24" "Kidiso" 0
"2014-11-25" "Kidiso" 0
"2014-11-26" "Kidiso" 0
"2014-11-27" "Kidiso" 0
"2014-11-28" "Kidiso" 0
"2014-11-29" "Kidiso" 0
"2014-11-30" "Kidiso" 0
"2014-12-01" "Kidiso" 0
"2014-12-02" "Kidiso" 0
"2014-12-03" "Kidiso" 0
"2014-12-04" "Kidiso" 0
"2014-12-05" "Kidiso" 0
"2014-12-06" "Kidiso" 0
"2014-12-07" "Kidiso" 0
"2014-12-08" "Kidiso" 0
"2014-12-09" "Kidiso" 0
"2014-12-10" "Kidiso" 0
"2014-12-11" "Kidiso" 0
"2014-12-12" "Kidiso" 0
"2014-12-13" "Kidiso" 0
"2014-12-14" "Kidiso" 0
"2014-12-15" "Kidiso" 0
"2014-12-16" "Kidiso" 0
"2014-12-17" "Kidiso" 0
"2014-12-18" "Kidiso" 0
"2014-12-19" "Kidiso" 0
"2014-12-20" "Kidiso" 0
"2014-12-21" "Kidiso" 0
"2014-12-22" "Kidiso" 0
"2014-12-23" "Kidiso" 0
"2014-12-24" "Kidiso" 0
"2014-12-25" "Kidiso" 0
"2014-12-26" "Kidiso" 0
"2014-12-27" "Kidiso" 0
"2014-12-28" "Kidiso" 0
"2014-12-29" "Kidiso" 0
"2014-12-30" "Kidiso" 0
"2014-12-31" "Kidiso" 0
"2015-01-01" "Kidiso" 0
"2015-01-02" "Kidiso" 0
"2015-01-03" "Kidiso" 811
"2015-01-04" "Kidiso" 268
"2015-01-05" "Kidiso" 219
"2015-01-06" "Kidiso" 200
"2015-01-07" "Kidiso" 189
"2015-01-08" "Kidiso" 167
"2015-01-09" "Kidiso" 984
"2015-01-10" "Kidiso" 370
"2015-01-11" "Kidiso" 247
"2015-01-12" "Kidiso" 995
"2015-01-13" "Kidiso" 390
"2015-01-14" "Kidiso" 266
"2015-01-15" "Kidiso" 350
"2015-01-16" "Kidiso" 304
"2015-01-17" "Kidiso" 234
"2015-01-18" "Kidiso" 247
"2015-01-19" "Kidiso" 355
"2015-01-20" "Kidiso" 401
"2015-01-21" "Kidiso" 447
"2014-04-25" "ND" 311
"2014-04-26" "ND" 1268
"2014-04-27" "ND" 1165
"2014-04-28" "ND" 1879
"2014-04-29" "ND" 1429
"2014-04-30" "ND" 924
"2014-05-01" "ND" 710
"2014-05-02" "ND" 1665
"2014-05-03" "ND" 1366
"2014-05-04" "ND" 1297
"2014-05-05" "ND" 1658
"2014-05-06" "ND" 2087
"2014-05-07" "ND" 2132
"2014-05-09" "ND" 725
"2014-05-10" "ND" 2441
"2014-05-11" "ND" 1413
"2014-05-12" "ND" 2126
"2014-05-13" "ND" 1726
"2014-05-14" "ND" 1661
"2014-05-15" "ND" 2660
"2014-05-16" "ND" 1875
"2014-05-17" "ND" 1788
"2014-05-18" "ND" 5292
"2014-05-19" "ND" 3660
"2014-05-20" "ND" 3165
"2014-05-21" "ND" 3164
"2014-05-22" "ND" 3214
"2014-05-23" "ND" 5928
"2014-05-24" "ND" 3554
"2014-05-25" "ND" 8166
"2014-05-26" "ND" 4683
"2014-05-27" "ND" 2343
"2014-05-28" "ND" 1063
"2014-05-29" "ND" 1035
"2014-05-30" "ND" 808
"2014-05-31" "ND" 901
"2014-06-01" "ND" 823
"2014-06-02" "ND" 767
"2014-06-03" "ND" 1212
"2014-06-04" "ND" 2262
"2014-06-05" "ND" 764
"2014-06-06" "ND" 478
"2014-06-07" "ND" 379
"2014-06-08" "ND" 510
"2014-06-09" "ND" 1347
"2014-06-10" "ND" 899
"2014-06-11" "ND" 479
"2014-06-12" "ND" 1020
"2014-06-13" "ND" 269
"2014-06-14" "ND" 251
"2014-06-15" "ND" 299
"2014-06-16" "ND" 479
"2014-06-17" "ND" 479
"2014-06-18" "ND" 407
"2014-06-19" "ND" 714
"2014-06-20" "ND" 203
"2014-06-22" "ND" 23
"2014-06-23" "ND" 254
"2014-06-24" "ND" 233
"2014-06-25" "ND" 477
"2014-06-26" "ND" 253
"2014-06-27" "ND" 133
"2014-06-28" "ND" 373
"2014-06-29" "ND" 259
"2014-06-30" "ND" 621
"2014-07-01" "ND" 709
"2014-07-02" "ND" 726
"2014-07-03" "ND" 1005
"2014-07-04" "ND" 645
"2014-07-05" "ND" 596
"2014-07-06" "ND" 433
"2014-07-07" "ND" 761
"2014-07-08" "ND" 103
"2014-07-09" "ND" 419
"2014-07-10" "ND" 674
"2014-07-11" "ND" 421
"2014-07-12" "ND" 310
"2014-07-13" "ND" 493
"2014-07-14" "ND" 523
"2014-07-15" "ND" 351
"2014-07-16" "ND" 466
"2014-07-17" "ND" 644
"2014-07-18" "ND" 496
"2014-07-19" "ND" 251
"2014-07-20" "ND" 282
"2014-07-21" "ND" 392
"2014-07-22" "ND" 332
"2014-07-23" "ND" 512
"2014-07-24" "ND" 824
"2014-07-25" "ND" 423
"2014-07-26" "ND" 320
"2014-07-27" "ND" 480
"2014-07-28" "ND" 183
"2014-07-29" "ND" 140
"2014-07-30" "ND" 107
"2014-07-31" "ND" 125
"2014-08-01" "ND" 131
"2014-08-02" "ND" 131
"2014-08-03" "ND" 234
"2014-08-04" "ND" 484
"2014-08-05" "ND" 482
"2014-08-06" "ND" 677
"2014-08-07" "ND" 550
"2014-08-08" "ND" 381
"2014-08-09" "ND" 339
"2014-08-10" "ND" 280
"2014-08-11" "ND" 261
"2014-08-12" "ND" 461
"2014-08-13" "ND" 688
"2014-08-14" "ND" 901
"2014-08-24" "ND" 313
"2014-08-25" "ND" 430
"2014-08-26" "ND" 420
"2014-08-27" "ND" 612
"2014-08-28" "ND" 365
"2014-08-29" "ND" 993
"2014-08-30" "ND" 550
"2014-09-01" "ND" 184
"2014-09-02" "ND" 714
"2014-09-03" "ND" 767
"2014-09-04" "ND" 521
"2014-09-05" "ND" 789
"2014-09-06" "ND" 579
"2014-09-07" "ND" 670
"2014-09-08" "ND" 427
"2014-09-09" "ND" 620
"2014-09-10" "ND" 778
"2014-09-11" "ND" 526
"2014-09-12" "ND" 635
"2014-09-13" "ND" 520
"2014-09-14" "ND" 747
"2014-09-15" "ND" 529
"2014-09-16" "ND" 821
"2014-09-17" "ND" 798
"2014-09-18" "ND" 887
"2014-09-19" "ND" 469
"2014-09-20" "ND" 607
"2014-09-21" "ND" 634
"2014-09-22" "ND" 994
"2014-09-24" "ND" 199
"2014-09-25" "ND" 938
"2014-09-26" "ND" 2542
"2014-09-27" "ND" 8158
"2014-09-28" "ND" 1659
"2014-09-29" "ND" 1236
"2014-09-30" "ND" 1181
"2014-10-01" "ND" 857
"2014-10-02" "ND" 978
"2014-10-03" "ND" 1160
"2014-10-04" "ND" 2299
"2014-10-05" "ND" 1293
"2014-10-06" "ND" 948
"2014-10-07" "ND" 1305
"2014-10-08" "ND" 1103
"2014-10-09" "ND" 2424
"2014-10-10" "ND" 1666
"2014-10-11" "ND" 515
"2014-10-12" "ND" 255
"2014-10-13" "ND" 808
"2014-10-14" "ND" 1097
"2014-10-15" "ND" 1779
"2014-10-16" "ND" 1336
"2014-10-17" "ND" 1017
"2014-10-18" "ND" 605
"2014-10-19" "ND" 735
"2014-10-20" "ND" 806
"2014-10-21" "ND" 398
"2014-10-24" "ND" 573
"2014-10-25" "ND" 547
"2014-10-26" "ND" 265
"2014-10-27" "ND" 260
"2014-10-28" "ND" 328
"2014-10-29" "ND" 400
"2014-10-30" "ND" 486
"2014-10-31" "ND" 513
"2014-11-01" "ND" 341
"2014-11-02" "ND" 402
"2014-11-03" "ND" 511
"2014-11-04" "ND" 461
"2014-11-05" "ND" 497
"2014-11-06" "ND" 825
"2014-11-07" "ND" 392
"2014-11-08" "ND" 455
"2014-11-10" "ND" 108
"2014-11-11" "ND" 552
"2014-11-12" "ND" 1536
"2014-11-13" "ND" 968
"2014-11-14" "ND" 1026
"2014-11-15" "ND" 491
"2014-11-16" "ND" 517
"2014-11-17" "ND" 890
"2014-11-18" "ND" 948
"2014-11-19" "ND" 797
"2014-11-20" "ND" 800
"2014-11-21" "ND" 496
"2014-11-22" "ND" 375
"2014-11-23" "ND" 286
"2014-11-24" "ND" 804
"2014-11-25" "ND" 565
"2014-11-26" "ND" 704
"2014-11-27" "ND" 1421
"2014-11-28" "ND" 964
"2014-11-29" "ND" 386
"2014-11-30" "ND" 441
"2014-12-01" "ND" 1019
"2014-12-02" "ND" 988
"2014-12-03" "ND" 542
"2014-12-04" "ND" 658
"2014-12-05" "ND" 551
"2014-12-06" "ND" 608
"2014-12-07" "ND" 667
"2014-12-08" "ND" 566
"2014-12-09" "ND" 1317
"2014-12-10" "ND" 276
"2014-12-11" "ND" 1165
"2014-12-12" "ND" 919
"2014-12-13" "ND" 1018
"2014-12-14" "ND" 803
"2014-12-15" "ND" 1189
"2014-12-16" "ND" 850
"2014-12-17" "ND" 1254
"2014-12-18" "ND" 928
"2014-12-19" "ND" 2297
"2014-12-20" "ND" 962
"2014-12-21" "ND" 1287
"2014-12-22" "ND" 852
"2014-12-23" "ND" 1188
"2014-12-24" "ND" 777
"2014-12-25" "ND" 484
"2014-12-26" "ND" 359
"2014-12-27" "ND" 1134
"2014-12-28" "ND" 665
"2014-12-29" "ND" 2562
"2014-12-30" "ND" 4099
"2014-12-31" "ND" 2681
"2015-01-01" "ND" 1443
"2015-01-02" "ND" 3915
"2015-01-03" "ND" 2336
"2015-01-04" "ND" 3912
"2015-01-05" "ND" 4179
"2015-01-06" "ND" 2011
"2015-01-07" "ND" 4268
"2015-01-08" "ND" 8134
"2015-01-09" "ND" 7130
"2015-01-10" "ND" 7379
"2015-01-11" "ND" 4686
"2015-01-12" "ND" 11664
"2015-01-13" "ND" 5880
"2015-01-14" "ND" 4146
"2015-01-15" "ND" 4337
"2015-01-16" "ND" 4926
"2015-01-17" "ND" 4336
"2015-01-18" "ND" 4220
"2015-01-19" "ND" 6404
"2015-01-20" "ND" 5056
"2015-01-21" "ND" 5273
"2014-04-25" "PASOK" 229
"2014-04-26" "PASOK" 1021
"2014-04-27" "PASOK" 1038
"2014-04-28" "PASOK" 1460
"2014-04-29" "PASOK" 2471
"2014-04-30" "PASOK" 2037
"2014-05-01" "PASOK" 915
"2014-05-02" "PASOK" 926
"2014-05-03" "PASOK" 741
"2014-05-04" "PASOK" 1883
"2014-05-05" "PASOK" 2412
"2014-05-06" "PASOK" 3150
"2014-05-07" "PASOK" 2679
"2014-05-09" "PASOK" 429
"2014-05-10" "PASOK" 1800
"2014-05-11" "PASOK" 1194
"2014-05-12" "PASOK" 1888
"2014-05-13" "PASOK" 1242
"2014-05-14" "PASOK" 1221
"2014-05-15" "PASOK" 1249
"2014-05-16" "PASOK" 1298
"2014-05-17" "PASOK" 1306
"2014-05-18" "PASOK" 3482
"2014-05-19" "PASOK" 1751
"2014-05-20" "PASOK" 2003
"2014-05-21" "PASOK" 2292
"2014-05-22" "PASOK" 2600
"2014-05-23" "PASOK" 2679
"2014-05-24" "PASOK" 2063
"2014-05-25" "PASOK" 8533
"2014-05-26" "PASOK" 2995
"2014-05-27" "PASOK" 2894
"2014-05-28" "PASOK" 1490
"2014-05-29" "PASOK" 1201
"2014-05-30" "PASOK" 902
"2014-05-31" "PASOK" 643
"2014-06-01" "PASOK" 614
"2014-06-02" "PASOK" 1943
"2014-06-03" "PASOK" 999
"2014-06-04" "PASOK" 1011
"2014-06-05" "PASOK" 1113
"2014-06-06" "PASOK" 907
"2014-06-07" "PASOK" 640
"2014-06-08" "PASOK" 1452
"2014-06-09" "PASOK" 3027
"2014-06-10" "PASOK" 1316
"2014-06-11" "PASOK" 429
"2014-06-12" "PASOK" 465
"2014-06-13" "PASOK" 231
"2014-06-14" "PASOK" 440
"2014-06-15" "PASOK" 673
"2014-06-16" "PASOK" 739
"2014-06-17" "PASOK" 643
"2014-06-18" "PASOK" 925
"2014-06-19" "PASOK" 854
"2014-06-20" "PASOK" 780
"2014-06-22" "PASOK" 40
"2014-06-23" "PASOK" 649
"2014-06-24" "PASOK" 389
"2014-06-25" "PASOK" 384
"2014-06-26" "PASOK" 400
"2014-06-27" "PASOK" 494
"2014-06-28" "PASOK" 411
"2014-06-29" "PASOK" 246
"2014-06-30" "PASOK" 487
"2014-07-01" "PASOK" 734
"2014-07-02" "PASOK" 699
"2014-07-03" "PASOK" 1156
"2014-07-04" "PASOK" 478
"2014-07-05" "PASOK" 630
"2014-07-06" "PASOK" 478
"2014-07-07" "PASOK" 1466
"2014-07-08" "PASOK" 438
"2014-07-09" "PASOK" 591
"2014-07-10" "PASOK" 780
"2014-07-11" "PASOK" 631
"2014-07-12" "PASOK" 1167
"2014-07-13" "PASOK" 439
"2014-07-14" "PASOK" 476
"2014-07-15" "PASOK" 580
"2014-07-16" "PASOK" 345
"2014-07-17" "PASOK" 677
"2014-07-18" "PASOK" 599
"2014-07-19" "PASOK" 292
"2014-07-20" "PASOK" 422
"2014-07-21" "PASOK" 414
"2014-07-22" "PASOK" 843
"2014-07-23" "PASOK" 1177
"2014-07-24" "PASOK" 490
"2014-07-25" "PASOK" 279
"2014-07-26" "PASOK" 212
"2014-07-27" "PASOK" 306
"2014-07-28" "PASOK" 201
"2014-07-29" "PASOK" 140
"2014-07-30" "PASOK" 108
"2014-07-31" "PASOK" 102
"2014-08-01" "PASOK" 98
"2014-08-02" "PASOK" 75
"2014-08-03" "PASOK" 146
"2014-08-04" "PASOK" 762
"2014-08-05" "PASOK" 435
"2014-08-06" "PASOK" 717
"2014-08-07" "PASOK" 404
"2014-08-08" "PASOK" 262
"2014-08-09" "PASOK" 448
"2014-08-10" "PASOK" 127
"2014-08-11" "PASOK" 600
"2014-08-12" "PASOK" 578
"2014-08-13" "PASOK" 267
"2014-08-14" "PASOK" 1007
"2014-08-24" "PASOK" 273
"2014-08-25" "PASOK" 862
"2014-08-26" "PASOK" 612
"2014-08-27" "PASOK" 433
"2014-08-28" "PASOK" 521
"2014-08-29" "PASOK" 520
"2014-08-30" "PASOK" 495
"2014-09-01" "PASOK" 112
"2014-09-02" "PASOK" 764
"2014-09-03" "PASOK" 8168
"2014-09-04" "PASOK" 2536
"2014-09-05" "PASOK" 872
"2014-09-06" "PASOK" 802
"2014-09-07" "PASOK" 1494
"2014-09-08" "PASOK" 762
"2014-09-09" "PASOK" 678
"2014-09-10" "PASOK" 614
"2014-09-11" "PASOK" 643
"2014-09-12" "PASOK" 559
"2014-09-13" "PASOK" 557
"2014-09-14" "PASOK" 883
"2014-09-15" "PASOK" 820
"2014-09-16" "PASOK" 418
"2014-09-17" "PASOK" 563
"2014-09-18" "PASOK" 764
"2014-09-19" "PASOK" 466
"2014-09-20" "PASOK" 586
"2014-09-21" "PASOK" 727
"2014-09-22" "PASOK" 541
"2014-09-24" "PASOK" 76
"2014-09-25" "PASOK" 604
"2014-09-26" "PASOK" 456
"2014-09-27" "PASOK" 1260
"2014-09-28" "PASOK" 951
"2014-09-29" "PASOK" 813
"2014-09-30" "PASOK" 611
"2014-10-01" "PASOK" 1142
"2014-10-02" "PASOK" 591
"2014-10-03" "PASOK" 404
"2014-10-04" "PASOK" 342
"2014-10-05" "PASOK" 455
"2014-10-06" "PASOK" 762
"2014-10-07" "PASOK" 732
"2014-10-08" "PASOK" 1420
"2014-10-09" "PASOK" 1179
"2014-10-10" "PASOK" 1423
"2014-10-11" "PASOK" 379
"2014-10-12" "PASOK" 675
"2014-10-13" "PASOK" 1532
"2014-10-14" "PASOK" 986
"2014-10-15" "PASOK" 1303
"2014-10-16" "PASOK" 1582
"2014-10-17" "PASOK" 1194
"2014-10-18" "PASOK" 1238
"2014-10-19" "PASOK" 1225
"2014-10-20" "PASOK" 755
"2014-10-21" "PASOK" 638
"2014-10-24" "PASOK" 1073
"2014-10-25" "PASOK" 456
"2014-10-26" "PASOK" 302
"2014-10-27" "PASOK" 252
"2014-10-28" "PASOK" 183
"2014-10-29" "PASOK" 293
"2014-10-30" "PASOK" 645
"2014-10-31" "PASOK" 839
"2014-11-01" "PASOK" 709
"2014-11-02" "PASOK" 788
"2014-11-03" "PASOK" 670
"2014-11-04" "PASOK" 320
"2014-11-05" "PASOK" 383
"2014-11-06" "PASOK" 523
"2014-11-07" "PASOK" 395
"2014-11-08" "PASOK" 387
"2014-11-10" "PASOK" 63
"2014-11-11" "PASOK" 539
"2014-11-12" "PASOK" 449
"2014-11-13" "PASOK" 784
"2014-11-14" "PASOK" 525
"2014-11-15" "PASOK" 449
"2014-11-16" "PASOK" 602
"2014-11-17" "PASOK" 775
"2014-11-18" "PASOK" 1448
"2014-11-19" "PASOK" 879
"2014-11-20" "PASOK" 624
"2014-11-21" "PASOK" 1365
"2014-11-22" "PASOK" 1505
"2014-11-23" "PASOK" 809
"2014-11-24" "PASOK" 1804
"2014-11-25" "PASOK" 1161
"2014-11-26" "PASOK" 697
"2014-11-27" "PASOK" 1135
"2014-11-28" "PASOK" 1060
"2014-11-29" "PASOK" 890
"2014-11-30" "PASOK" 852
"2014-12-01" "PASOK" 820
"2014-12-02" "PASOK" 634
"2014-12-03" "PASOK" 696
"2014-12-04" "PASOK" 574
"2014-12-05" "PASOK" 582
"2014-12-06" "PASOK" 458
"2014-12-07" "PASOK" 570
"2014-12-08" "PASOK" 553
"2014-12-09" "PASOK" 1167
"2014-12-10" "PASOK" 257
"2014-12-11" "PASOK" 1230
"2014-12-12" "PASOK" 1420
"2014-12-13" "PASOK" 1083
"2014-12-14" "PASOK" 560
"2014-12-15" "PASOK" 670
"2014-12-16" "PASOK" 891
"2014-12-17" "PASOK" 744
"2014-12-18" "PASOK" 909
"2014-12-19" "PASOK" 1105
"2014-12-20" "PASOK" 729
"2014-12-21" "PASOK" 1244
"2014-12-22" "PASOK" 682
"2014-12-23" "PASOK" 1095
"2014-12-24" "PASOK" 689
"2014-12-25" "PASOK" 309
"2014-12-26" "PASOK" 1085
"2014-12-27" "PASOK" 1139
"2014-12-28" "PASOK" 471
"2014-12-29" "PASOK" 2545
"2014-12-30" "PASOK" 1877
"2014-12-31" "PASOK" 1319
"2015-01-01" "PASOK" 584
"2015-01-02" "PASOK" 4553
"2015-01-03" "PASOK" 4616
"2015-01-04" "PASOK" 3068
"2015-01-05" "PASOK" 3210
"2015-01-06" "PASOK" 2911
"2015-01-07" "PASOK" 3059
"2015-01-08" "PASOK" 3378
"2015-01-09" "PASOK" 3380
"2015-01-10" "PASOK" 2126
"2015-01-11" "PASOK" 1889
"2015-01-12" "PASOK" 4540
"2015-01-13" "PASOK" 2028
"2015-01-14" "PASOK" 2077
"2015-01-15" "PASOK" 1922
"2015-01-16" "PASOK" 1932
"2015-01-17" "PASOK" 1925
"2015-01-18" "PASOK" 2609
"2015-01-19" "PASOK" 3021
"2015-01-20" "PASOK" 2195
"2015-01-21" "PASOK" 2722
"2014-04-25" "POTAMI" 120
"2014-04-26" "POTAMI" 536
"2014-04-27" "POTAMI" 938
"2014-04-28" "POTAMI" 1978
"2014-04-29" "POTAMI" 614
"2014-04-30" "POTAMI" 491
"2014-05-01" "POTAMI" 268
"2014-05-02" "POTAMI" 364
"2014-05-03" "POTAMI" 447
"2014-05-04" "POTAMI" 444
"2014-05-05" "POTAMI" 675
"2014-05-06" "POTAMI" 734
"2014-05-07" "POTAMI" 919
"2014-05-09" "POTAMI" 145
"2014-05-10" "POTAMI" 550
"2014-05-11" "POTAMI" 453
"2014-05-12" "POTAMI" 1072
"2014-05-13" "POTAMI" 626
"2014-05-14" "POTAMI" 796
"2014-05-15" "POTAMI" 531
"2014-05-16" "POTAMI" 1124
"2014-05-17" "POTAMI" 447
"2014-05-18" "POTAMI" 603
"2014-05-19" "POTAMI" 922
"2014-05-20" "POTAMI" 1657
"2014-05-21" "POTAMI" 1066
"2014-05-22" "POTAMI" 1068
"2014-05-23" "POTAMI" 885
"2014-05-24" "POTAMI" 637
"2014-05-25" "POTAMI" 3117
"2014-05-26" "POTAMI" 1481
"2014-05-27" "POTAMI" 814
"2014-05-28" "POTAMI" 442
"2014-05-29" "POTAMI" 319
"2014-05-30" "POTAMI" 286
"2014-05-31" "POTAMI" 280
"2014-06-01" "POTAMI" 328
"2014-06-02" "POTAMI" 293
"2014-06-03" "POTAMI" 552
"2014-06-04" "POTAMI" 342
"2014-06-05" "POTAMI" 400
"2014-06-06" "POTAMI" 119
"2014-06-07" "POTAMI" 211
"2014-06-08" "POTAMI" 154
"2014-06-09" "POTAMI" 250
"2014-06-10" "POTAMI" 96
"2014-06-11" "POTAMI" 117
"2014-06-12" "POTAMI" 179
"2014-06-13" "POTAMI" 84
"2014-06-14" "POTAMI" 75
"2014-06-15" "POTAMI" 57
"2014-06-16" "POTAMI" 276
"2014-06-17" "POTAMI" 252
"2014-06-18" "POTAMI" 136
"2014-06-19" "POTAMI" 546
"2014-06-20" "POTAMI" 163
"2014-06-22" "POTAMI" 1
"2014-06-23" "POTAMI" 80
"2014-06-24" "POTAMI" 90
"2014-06-25" "POTAMI" 84
"2014-06-26" "POTAMI" 98
"2014-06-27" "POTAMI" 650
"2014-06-28" "POTAMI" 641
"2014-06-29" "POTAMI" 529
"2014-06-30" "POTAMI" 412
"2014-07-01" "POTAMI" 490
"2014-07-02" "POTAMI" 261
"2014-07-03" "POTAMI" 124
"2014-07-04" "POTAMI" 91
"2014-07-05" "POTAMI" 84
"2014-07-06" "POTAMI" 265
"2014-07-07" "POTAMI" 479
"2014-07-08" "POTAMI" 94
"2014-07-09" "POTAMI" 181
"2014-07-10" "POTAMI" 504
"2014-07-11" "POTAMI" 175
"2014-07-12" "POTAMI" 108
"2014-07-13" "POTAMI" 131
"2014-07-14" "POTAMI" 69
"2014-07-15" "POTAMI" 206
"2014-07-16" "POTAMI" 212
"2014-07-17" "POTAMI" 267
"2014-07-18" "POTAMI" 201
"2014-07-19" "POTAMI" 181
"2014-07-20" "POTAMI" 155
"2014-07-21" "POTAMI" 176
"2014-07-22" "POTAMI" 286
"2014-07-23" "POTAMI" 147
"2014-07-24" "POTAMI" 187
"2014-07-25" "POTAMI" 250
