"GRID_TYPE" "GAME_ID" "GAME_EVENT_ID" "PLAYER_ID" "PLAYER_NAME" "TEAM_ID" "TEAM_NAME" "PERIOD" "MINUTES_REMAINING" "SECONDS_REMAINING" "EVENT_TYPE" "ACTION_TYPE" "SHOT_TYPE" "SHOT_ZONE_BASIC" "SHOT_ZONE_AREA" "SHOT_ZONE_RANGE" "SHOT_DISTANCE" "LOC_X" "LOC_Y" "SHOT_ATTEMPTED_FLAG" "SHOT_MADE_FLAG" "GAME_DATE" "HTM" "VTM"
"358" "Shot Chart Detail" "0021400340" "323" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "8" "26" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "16-24 ft." 21 -210 42 "1" "0" "20141213" "DAL" "GSW"
"359" "Shot Chart Detail" "0021400340" "346" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "5" "25" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -149 208 "1" "0" "20141213" "DAL" "GSW"
"360" "Shot Chart Detail" "0021400340" "390" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "2" "25" "Made Shot" "Driving Bank shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 0 14 "1" "1" "20141213" "DAL" "GSW"
"361" "Shot Chart Detail" "0021400340" "392" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "2" "5" "Missed Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 19 -105 159 "1" "0" "20141213" "DAL" "GSW"
"362" "Shot Chart Detail" "0021400340" "479" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "7" "5" "Made Shot" "Driving Bank shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 5 50 12 "1" "1" "20141213" "DAL" "GSW"
"363" "Shot Chart Detail" "0021400340" "488" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "6" "17" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 24 -4 244 "1" "0" "20141213" "DAL" "GSW"
"364" "Shot Chart Detail" "0021400340" "535" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "3" "15" "Missed Shot" "Turnaround Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 17 -67 159 "1" "0" "20141213" "DAL" "GSW"
"365" "Shot Chart Detail" "0021400340" "547" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "39" "Missed Shot" "Running Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 7 65 37 "1" "0" "20141213" "DAL" "GSW"
"366" "Shot Chart Detail" "0021400348" "8" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "10" "58" "Missed Shot" "Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -11 11 "1" "0" "20141214" "NOP" "GSW"
"367" "Shot Chart Detail" "0021400348" "15" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "10" "10" "Made Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Right Side Center(RC)" "16-24 ft." 16 83 143 "1" "1" "20141214" "NOP" "GSW"
"368" "Shot Chart Detail" "0021400348" "21" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "9" "15" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -155 198 "1" "1" "20141214" "NOP" "GSW"
"369" "Shot Chart Detail" "0021400348" "26" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "8" "44" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 171 183 "1" "0" "20141214" "NOP" "GSW"
"370" "Shot Chart Detail" "0021400348" "32" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "59" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 -27 11 "1" "1" "20141214" "NOP" "GSW"
"371" "Shot Chart Detail" "0021400348" "40" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "40" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 24 146 200 "1" "1" "20141214" "NOP" "GSW"
"372" "Shot Chart Detail" "0021400348" "46" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "5" "37" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 32 257 "1" "1" "20141214" "NOP" "GSW"
"373" "Shot Chart Detail" "0021400348" "196" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "4" "55" "Made Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 21 -75 205 "1" "1" "20141214" "NOP" "GSW"
"374" "Shot Chart Detail" "0021400348" "215" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "2" "57" "Missed Shot" "Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 4 24 37 "1" "0" "20141214" "NOP" "GSW"
"375" "Shot Chart Detail" "0021400348" "258" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "0" "1" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Center(C)" "16-24 ft." 18 -27 183 "1" "0" "20141214" "NOP" "GSW"
"376" "Shot Chart Detail" "0021400348" "296" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "9" "16" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -84 241 "1" "1" "20141214" "NOP" "GSW"
"377" "Shot Chart Detail" "0021400348" "306" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "8" "22" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 27 -7 271 "1" "0" "20141214" "NOP" "GSW"
"378" "Shot Chart Detail" "0021400348" "323" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "6" "35" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -18 1 "1" "1" "20141214" "NOP" "GSW"
"379" "Shot Chart Detail" "0021400348" "346" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "4" "29" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 20 -68 189 "1" "0" "20141214" "NOP" "GSW"
"380" "Shot Chart Detail" "0021400348" "468" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "5" "38" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 24 106 225 "1" "0" "20141214" "NOP" "GSW"
"381" "Shot Chart Detail" "0021400348" "472" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "5" "11" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 -32 257 "1" "0" "20141214" "NOP" "GSW"
"382" "Shot Chart Detail" "0021400348" "510" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "34" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "8-16 ft." 8 -89 7 "1" "0" "20141214" "NOP" "GSW"
"383" "Shot Chart Detail" "0021400348" "550" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "5" "4" "35" "Made Shot" "Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 5 47 36 "1" "1" "20141214" "NOP" "GSW"
"384" "Shot Chart Detail" "0021400348" "570" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "5" "3" "27" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 88 242 "1" "1" "20141214" "NOP" "GSW"
"385" "Shot Chart Detail" "0021400348" "591" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "5" "2" "37" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 26 -163 206 "1" "1" "20141214" "NOP" "GSW"
"386" "Shot Chart Detail" "0021400348" "611" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "5" "0" "33" "Missed Shot" "Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 -24 9 "1" "0" "20141214" "NOP" "GSW"
"387" "Shot Chart Detail" "0021400365" "27" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "8" "26" "Made Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 20 -150 138 "1" "1" "20141216" "MEM" "GSW"
"388" "Shot Chart Detail" "0021400365" "30" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "8" "1" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 29 77 285 "1" "0" "20141216" "MEM" "GSW"
"389" "Shot Chart Detail" "0021400365" "38" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "38" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -11 12 "1" "1" "20141216" "MEM" "GSW"
"390" "Shot Chart Detail" "0021400365" "41" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "16" "Missed Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Right Side(R)" "16-24 ft." 17 151 91 "1" "0" "20141216" "MEM" "GSW"
"391" "Shot Chart Detail" "0021400365" "57" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "4" "40" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 9 3 "1" "1" "20141216" "MEM" "GSW"
"392" "Shot Chart Detail" "0021400365" "66" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "3" "10" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 113 233 "1" "0" "20141216" "MEM" "GSW"
"393" "Shot Chart Detail" "0021400365" "158" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "6" "20" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 -2 -3 "1" "1" "20141216" "MEM" "GSW"
"394" "Shot Chart Detail" "0021400365" "197" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "2" "43" "Made Shot" "Driving Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 9 3 "1" "1" "20141216" "MEM" "GSW"
"395" "Shot Chart Detail" "0021400365" "199" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "2" "9" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 220 124 "1" "0" "20141216" "MEM" "GSW"
"396" "Shot Chart Detail" "0021400365" "215" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "1" "22" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 24 -183 159 "1" "0" "20141216" "MEM" "GSW"
"397" "Shot Chart Detail" "0021400365" "278" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "8" "16" "Made Shot" "Running Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "8-16 ft." 11 26 108 "1" "1" "20141216" "MEM" "GSW"
"398" "Shot Chart Detail" "0021400365" "282" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "7" "33" "Missed Shot" "Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 -2 9 "1" "0" "20141216" "MEM" "GSW"
"399" "Shot Chart Detail" "0021400365" "289" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "7" "6" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 -78 246 "1" "0" "20141216" "MEM" "GSW"
"400" "Shot Chart Detail" "0021400365" "302" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "5" "48" "Missed Shot" "Step Back Jump shot" "2PT Field Goal" "Mid-Range" "Right Side(R)" "16-24 ft." 20 203 41 "1" "0" "20141216" "MEM" "GSW"
"401" "Shot Chart Detail" "0021400365" "342" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "2" "34" "Missed Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -11 4 "1" "0" "20141216" "MEM" "GSW"
"402" "Shot Chart Detail" "0021400365" "345" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "2" "15" "Made Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -89 242 "1" "1" "20141216" "MEM" "GSW"
"403" "Shot Chart Detail" "0021400365" "359" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "1" "30" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 64 246 "1" "0" "20141216" "MEM" "GSW"
"404" "Shot Chart Detail" "0021400365" "361" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "1" "20" "Missed Shot" "Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 12 7 "1" "0" "20141216" "MEM" "GSW"
"405" "Shot Chart Detail" "0021400365" "432" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "7" "10" "Made Shot" "Jump Bank Shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "8-16 ft." 14 -122 75 "1" "1" "20141216" "MEM" "GSW"
"406" "Shot Chart Detail" "0021400365" "445" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "5" "55" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 218 138 "1" "0" "20141216" "MEM" "GSW"
"407" "Shot Chart Detail" "0021400365" "468" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "3" "15" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "16-24 ft." 20 -207 -14 "1" "0" "20141216" "MEM" "GSW"
"408" "Shot Chart Detail" "0021400365" "493" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "6" "Missed Shot" "Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -11 -3 "1" "0" "20141216" "MEM" "GSW"
"409" "Shot Chart Detail" "0021400365" "499" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "0" "38" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 7 4 "1" "1" "20141216" "MEM" "GSW"
"410" "Shot Chart Detail" "0021400365" "519" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "0" "10" "Missed Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -119 227 "1" "0" "20141216" "MEM" "GSW"
"411" "Shot Chart Detail" "0021400365" "521" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "0" "6" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -128 217 "1" "0" "20141216" "MEM" "GSW"
"412" "Shot Chart Detail" "0021400382" "26" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "9" "44" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 24 64 238 "1" "1" "20141218" "GSW" "OKC"
"413" "Shot Chart Detail" "0021400382" "46" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "7" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 25 -70 244 "1" "0" "20141218" "GSW" "OKC"
"414" "Shot Chart Detail" "0021400382" "51" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "19" "Missed Shot" "Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "8-16 ft." 12 0 126 "1" "0" "20141218" "GSW" "OKC"
"415" "Shot Chart Detail" "0021400382" "79" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "3" "14" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 27 -172 213 "1" "1" "20141218" "GSW" "OKC"
"416" "Shot Chart Detail" "0021400382" "129" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "11" "3" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 26 174 195 "1" "0" "20141218" "GSW" "OKC"
"417" "Shot Chart Detail" "0021400382" "146" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "8" "57" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 6 7 "1" "1" "20141218" "GSW" "OKC"
"418" "Shot Chart Detail" "0021400382" "157" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "7" "37" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 27 204 181 "1" "1" "20141218" "GSW" "OKC"
"419" "Shot Chart Detail" "0021400382" "169" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "6" "22" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 29 -41 288 "1" "0" "20141218" "GSW" "OKC"
"420" "Shot Chart Detail" "0021400382" "197" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "4" "28" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 27 -205 189 "1" "1" "20141218" "GSW" "OKC"
"421" "Shot Chart Detail" "0021400382" "200" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "3" "57" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 13 15 "1" "1" "20141218" "GSW" "OKC"
"422" "Shot Chart Detail" "0021400382" "202" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "3" "31" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Center(C)" "24+ ft." 28 -40 279 "1" "0" "20141218" "GSW" "OKC"
"423" "Shot Chart Detail" "0021400382" "241" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "0" "47" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 23 4 "1" "1" "20141218" "GSW" "OKC"
"424" "Shot Chart Detail" "0021400382" "274" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "10" "29" "Missed Shot" "Jump Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 7 62 41 "1" "0" "20141218" "GSW" "OKC"
"425" "Shot Chart Detail" "0021400382" "286" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "9" "26" "Made Shot" "Putback Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -2 15 "1" "1" "20141218" "GSW" "OKC"
"426" "Shot Chart Detail" "0021400382" "307" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "6" "37" "Made Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Center(C)" "8-16 ft." 14 -7 149 "1" "1" "20141218" "GSW" "OKC"
"427" "Shot Chart Detail" "0021400382" "413" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "9" "14" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 18 -133 134 "1" "0" "20141218" "GSW" "OKC"
"428" "Shot Chart Detail" "0021400382" "426" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "8" "8" "Made Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 163 197 "1" "1" "20141218" "GSW" "OKC"
"429" "Shot Chart Detail" "0021400382" "438" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "6" "42" "Made Shot" "Driving Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -13 4 "1" "1" "20141218" "GSW" "OKC"
"430" "Shot Chart Detail" "0021400382" "452" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "5" "30" "Missed Shot" "Turnaround Jump Shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 26 -89 246 "1" "0" "20141218" "GSW" "OKC"
"431" "Shot Chart Detail" "0021400382" "458" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "4" "39" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Left Corner 3" "Left Side(L)" "24+ ft." 22 -228 25 "1" "0" "20141218" "GSW" "OKC"
"432" "Shot Chart Detail" "0021400382" "472" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "2" "41" "Made Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Center(C)" "8-16 ft." 15 43 153 "1" "1" "20141218" "GSW" "OKC"
"433" "Shot Chart Detail" "0021400382" "483" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "39" "Made Shot" "Running Jump Shot" "2PT Field Goal" "Mid-Range" "Left Side(L)" "8-16 ft." 10 -89 58 "1" "1" "20141218" "GSW" "OKC"
"434" "Shot Chart Detail" "0021400382" "488" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "1" "18" "Made Shot" "Driving Finger Roll Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 3 15 26 "1" "1" "20141218" "GSW" "OKC"
"435" "Shot Chart Detail" "0021400382" "491" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "4" "0" "50" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 28 195 201 "1" "0" "20141218" "GSW" "OKC"
"436" "Shot Chart Detail" "0021400415" "18" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "10" "8" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 29 -168 242 "1" "0" "20141222" "GSW" "SAC"
"437" "Shot Chart Detail" "0021400415" "46" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "7" "11" "Missed Shot" "Jump Shot" "2PT Field Goal" "Mid-Range" "Right Side(R)" "8-16 ft." 10 95 52 "1" "0" "20141222" "GSW" "SAC"
"438" "Shot Chart Detail" "0021400415" "53" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "6" "34" "Made Shot" "Driving Finger Roll Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 2 13 20 "1" "1" "20141222" "GSW" "SAC"
"439" "Shot Chart Detail" "0021400415" "94" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "2" "34" "Made Shot" "Running Bank shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 7 -60 45 "1" "1" "20141222" "GSW" "SAC"
"440" "Shot Chart Detail" "0021400415" "103" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "2" "20" "Made Shot" "Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 9 9 "1" "1" "20141222" "GSW" "SAC"
"441" "Shot Chart Detail" "0021400415" "106" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "1" "55" "Made Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 28 -127 255 "1" "1" "20141222" "GSW" "SAC"
"442" "Shot Chart Detail" "0021400415" "122" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "0" "25" "Missed Shot" "Driving Reverse Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 1 -7 17 "1" "0" "20141222" "GSW" "SAC"
"443" "Shot Chart Detail" "0021400415" "199" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "5" "25" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 28 -123 255 "1" "0" "20141222" "GSW" "SAC"
"444" "Shot Chart Detail" "0021400415" "257" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "2" "0" "32" "Made Shot" "Floating Jump shot" "2PT Field Goal" "In The Paint (Non-RA)" "Left Side(L)" "8-16 ft." 12 -70 105 "1" "1" "20141222" "GSW" "SAC"
"445" "Shot Chart Detail" "0021400415" "268" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "11" "2" "Missed Shot" "Pullup Jump shot" "2PT Field Goal" "Mid-Range" "Left Side Center(LC)" "16-24 ft." 18 -123 143 "1" "0" "20141222" "GSW" "SAC"
"446" "Shot Chart Detail" "0021400415" "315" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "7" "38" "Missed Shot" "Pullup Jump shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 26 212 154 "1" "0" "20141222" "GSW" "SAC"
"447" "Shot Chart Detail" "0021400415" "333" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "3" "6" "42" "Missed Shot" "Jump Shot" "3PT Field Goal" "Left Corner 3" "Left Side(L)" "24+ ft." 23 -231 4 "1" "0" "20141222" "GSW" "SAC"
"448" "Shot Chart Detail" "0021400426" "17" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "9" "37" "Made Shot" "Running Hook Shot" "2PT Field Goal" "In The Paint (Non-RA)" "Center(C)" "Less Than 8 ft." 4 43 4 "1" "1" "20141223" "LAL" "GSW"
"449" "Shot Chart Detail" "0021400426" "55" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "5" "32" "Made Shot" "Step Back Jump shot" "3PT Field Goal" "Above the Break 3" "Left Side Center(LC)" "24+ ft." 25 -117 224 "1" "1" "20141223" "LAL" "GSW"
"450" "Shot Chart Detail" "0021400426" "57" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "4" "58" "Missed Shot" "Jump Shot" "3PT Field Goal" "Above the Break 3" "Right Side Center(RC)" "24+ ft." 25 111 231 "1" "0" "20141223" "LAL" "GSW"
"451" "Shot Chart Detail" "0021400426" "75" "201939" "Stephen Curry" "1610612744" "Golden State Warriors" "1" "3" "29" "Made Shot" "Driving Layup Shot" "2PT Field Goal" "Restricted Area" "Center(C)" "Less Than 8 ft." 0 2 1 "1" "1" "20141223" "LAL" "GSW"
